Heure,Hydro Run-of-river and poundage,Solar,Waste,Wind Onshore
2023-03-11 15:00:00+01:00,4883,3702,107,3829
2023-03-11 16:00:00+01:00,5336,2454,107,3896
2023-03-11 17:00:00+01:00,5662,1149,106,3821
2023-03-11 18:00:00+01:00,5946,295,107,3782
2023-03-11 19:00:00+01:00,6164,175,101,3820
2023-03-11 20:00:00+01:00,6231,0,105,4209
2023-03-11 21:00:00+01:00,6036,0,107,4575
2023-03-11 22:00:00+01:00,5902,0,107,4912
2023-03-11 23:00:00+01:00,5838,0,108,5199
2023-03-12 00:00:00+01:00,5836,0,109,5627
2023-03-12 01:00:00+01:00,5757,0,109,5736
2023-03-12 02:00:00+01:00,5624,0,109,5915
2023-03-12 03:00:00+01:00,5313,0,110,6314
2023-03-12 04:00:00+01:00,5108,0,109,6280
2023-03-12 05:00:00+01:00,5162,0,109,6334
2023-03-12 06:00:00+01:00,5134,0,107,6684
2023-03-12 07:00:00+01:00,5104,487,106,7038
2023-03-12 08:00:00+01:00,5282,1892,107,6666
2023-03-12 09:00:00+01:00,5391,3918,105,6557
2023-03-12 10:00:00+01:00,5510,5201,107,6733
2023-03-12 11:00:00+01:00,5412,6253,108,7364
2023-03-12 12:00:00+01:00,5444,6653,108,7858
2023-03-12 13:00:00+01:00,5317,6774,108,8611
2023-03-12 14:00:00+01:00,5309,6207,108,8919
2023-03-12 15:00:00+01:00,5334,5149,108,8766
2023-03-12 16:00:00+01:00,5380,3318,108,8832
2023-03-12 17:00:00+01:00,5661,1376,109,8538
2023-03-12 18:00:00+01:00,6077,315,108,8330
2023-03-12 19:00:00+01:00,6276,180,110,8870
2023-03-12 20:00:00+01:00,6168,0,109,9701
2023-03-12 21:00:00+01:00,5833,0,106,10662
2023-03-12 22:00:00+01:00,5667,0,107,11129
2023-03-12 23:00:00+01:00,5467,0,107,11681
2023-03-13 00:00:00+01:00,5451,0,109,12146
2023-03-13 01:00:00+01:00,5498,0,110,12491
2023-03-13 02:00:00+01:00,5468,0,111,12659
2023-03-13 03:00:00+01:00,5315,0,110,12732
2023-03-13 04:00:00+01:00,5226,0,111,13000
2023-03-13 05:00:00+01:00,5304,0,109,13149
2023-03-13 06:00:00+01:00,5516,0,106,13194
2023-03-13 07:00:00+01:00,5708,466,102,13034
2023-03-13 08:00:00+01:00,5749,2000,100,12511
2023-03-13 09:00:00+01:00,5532,4344,99,12542
2023-03-13 10:00:00+01:00,5365,6059,99,12921
2023-03-13 11:00:00+01:00,5321,6935,99,13280
2023-03-13 12:00:00+01:00,5126,7228,94,13507
2023-03-13 13:00:00+01:00,5082,7330,99,14003
2023-03-13 14:00:00+01:00,5076,6403,99,14023
2023-03-13 15:00:00+01:00,5104,5118,103,13813
2023-03-13 16:00:00+01:00,5168,3206,104,13757
2023-03-13 17:00:00+01:00,5622,1202,109,13973
2023-03-13 18:00:00+01:00,5873,298,112,14177
2023-03-13 19:00:00+01:00,6070,179,115,14156
2023-03-13 20:00:00+01:00,5853,0,113,14445
2023-03-13 21:00:00+01:00,5741,0,115,14989
2023-03-13 22:00:00+01:00,5669,0,116,15272
2023-03-13 23:00:00+01:00,5480,0,117,15015
2023-03-14 00:00:00+01:00,5321,0,117,14932
2023-03-14 01:00:00+01:00,5308,0,117,14716
2023-03-14 02:00:00+01:00,5417,0,117,14915
2023-03-14 03:00:00+01:00,5477,0,119,14934
2023-03-14 04:00:00+01:00,5466,0,119,15051
2023-03-14 05:00:00+01:00,5614,0,113,15385
2023-03-14 06:00:00+01:00,5883,0,109,15585
2023-03-14 07:00:00+01:00,6113,449,107,15733
2023-03-14 08:00:00+01:00,6001,1622,107,15221
2023-03-14 09:00:00+01:00,5752,3379,108,15277
2023-03-14 10:00:00+01:00,5640,5070,107,15499
2023-03-14 11:00:00+01:00,5612,6143,104,15348
2023-03-14 12:00:00+01:00,5569,6709,102,14983
2023-03-14 13:00:00+01:00,5507,6824,100,14455
2023-03-14 14:00:00+01:00,5425,6846,99,13598
2023-03-14 15:00:00+01:00,5414,5844,96,12742
2023-03-14 16:00:00+01:00,5525,4198,98,10996
2023-03-14 17:00:00+01:00,5657,1949,100,8975
2023-03-14 18:00:00+01:00,5939,431,100,7078
2023-03-14 19:00:00+01:00,6124,177,99,5995
2023-03-14 20:00:00+01:00,6058,0,98,5168
2023-03-14 21:00:00+01:00,5888,0,100,4703
2023-03-14 22:00:00+01:00,5750,0,102,4379
2023-03-14 23:00:00+01:00,5658,0,103,4213
2023-03-15 00:00:00+01:00,5788,0,103,4393
2023-03-15 01:00:00+01:00,5665,0,102,4203
2023-03-15 02:00:00+01:00,5625,0,102,4006
2023-03-15 03:00:00+01:00,5585,0,100,3698
2023-03-15 04:00:00+01:00,5569,0,100,3445
2023-03-15 05:00:00+01:00,5668,0,99,2915
2023-03-15 06:00:00+01:00,5871,0,94,2556
2023-03-15 07:00:00+01:00,6127,599,92,2264
2023-03-15 08:00:00+01:00,5973,2439,95,2074
2023-03-15 09:00:00+01:00,5775,5138,98,1699
2023-03-15 10:00:00+01:00,5640,6972,101,1578
2023-03-15 11:00:00+01:00,5607,8166,101,1688
2023-03-15 12:00:00+01:00,5544,8917,104,1923
2023-03-15 13:00:00+01:00,5462,8788,107,1968
2023-03-15 14:00:00+01:00,5255,8136,109,2092
2023-03-15 15:00:00+01:00,5318,7003,105,2108
2023-03-15 16:00:00+01:00,5463,4844,106,2030
2023-03-15 17:00:00+01:00,5594,2335,110,2055
2023-03-15 18:00:00+01:00,5956,505,109,1977
2023-03-15 19:00:00+01:00,6235,177,106,2085
2023-03-15 20:00:00+01:00,6183,0,106,2494
2023-03-15 21:00:00+01:00,5949,0,106,3120
2023-03-15 22:00:00+01:00,5844,0,108,3650
2023-03-15 23:00:00+01:00,5823,0,108,4090
2023-03-16 00:00:00+01:00,5825,0,109,4617
2023-03-16 01:00:00+01:00,5652,0,111,5161
2023-03-16 02:00:00+01:00,5567,0,111,5535
2023-03-16 03:00:00+01:00,5482,0,107,5714
2023-03-16 04:00:00+01:00,5465,0,111,5981
2023-03-16 05:00:00+01:00,5538,0,111,6556
2023-03-16 06:00:00+01:00,5979,0,105,6867
2023-03-16 07:00:00+01:00,6155,690,102,7122
2023-03-16 08:00:00+01:00,5958,3023,103,6518
2023-03-16 09:00:00+01:00,5670,6137,105,5392
2023-03-16 10:00:00+01:00,5501,8379,106,4805
2023-03-16 11:00:00+01:00,5471,9732,108,5045
2023-03-16 12:00:00+01:00,5376,10271,110,5364
2023-03-16 13:00:00+01:00,5272,9870,107,5647
2023-03-16 14:00:00+01:00,5186,8916,106,5834
2023-03-16 15:00:00+01:00,5415,7226,107,5887
2023-03-16 16:00:00+01:00,5511,4716,106,6131
2023-03-16 17:00:00+01:00,5818,2066,104,6486
2023-03-16 18:00:00+01:00,6086,418,103,7078
2023-03-16 19:00:00+01:00,6259,171,95,7658
2023-03-16 20:00:00+01:00,6080,0,95,7969
2023-03-16 21:00:00+01:00,5732,0,97,8080
2023-03-16 22:00:00+01:00,5750,0,97,7972
2023-03-16 23:00:00+01:00,5637,0,98,7832
2023-03-17 00:00:00+01:00,5513,0,98,7501
2023-03-17 01:00:00+01:00,5438,0,96,7040
2023-03-17 02:00:00+01:00,5389,0,100,6557
2023-03-17 03:00:00+01:00,5326,0,100,6135
2023-03-17 04:00:00+01:00,5236,0,102,6101
2023-03-17 05:00:00+01:00,5274,0,101,6009
2023-03-17 06:00:00+01:00,5631,0,98,6097
2023-03-17 07:00:00+01:00,6016,571,97,6153
2023-03-17 08:00:00+01:00,5974,1744,99,6385
2023-03-17 09:00:00+01:00,5845,3201,102,6196
2023-03-17 10:00:00+01:00,5431,4608,103,5978
2023-03-17 11:00:00+01:00,5370,5584,103,6426
2023-03-17 12:00:00+01:00,5254,6083,101,7092
2023-03-17 13:00:00+01:00,5119,6261,95,7107
2023-03-17 14:00:00+01:00,5032,5840,95,7032
2023-03-17 15:00:00+01:00,5238,4982,97,7088
2023-03-17 16:00:00+01:00,5448,3701,97,6744
2023-03-17 17:00:00+01:00,5750,1867,97,6015
2023-03-17 18:00:00+01:00,6347,453,97,5674
2023-03-17 19:00:00+01:00,6506,179,97,6015
2023-03-17 20:00:00+01:00,6532,0,95,6121
2023-03-17 21:00:00+01:00,6210,0,94,6033
2023-03-17 22:00:00+01:00,5981,0,87,5848
2023-03-17 23:00:00+01:00,5836,0,89,5930
2023-03-18 00:00:00+01:00,5625,0,89,5814
2023-03-18 01:00:00+01:00,5452,0,89,6057
2023-03-18 02:00:00+01:00,5319,0,89,6694
2023-03-18 03:00:00+01:00,5212,0,89,6486
2023-03-18 04:00:00+01:00,5113,0,90,6472
2023-03-18 05:00:00+01:00,5104,0,89,6314
2023-03-18 06:00:00+01:00,5147,0,89,6189
2023-03-18 07:00:00+01:00,5279,611,92,6166
2023-03-18 08:00:00+01:00,5465,2131,95,5689
2023-03-18 09:00:00+01:00,5379,4190,96,5372
2023-03-18 10:00:00+01:00,5295,5834,95,5665
2023-03-18 11:00:00+01:00,5106,6869,94,5800
2023-03-18 12:00:00+01:00,4978,7157,95,5886
2023-03-18 13:00:00+01:00,4970,6612,95,5644
2023-03-18 14:00:00+01:00,4976,5590,96,5385
2023-03-18 15:00:00+01:00,5048,4367,96,5069
2023-03-18 16:00:00+01:00,5205,2755,97,4593
2023-03-18 17:00:00+01:00,5602,1249,97,4197
2023-03-18 18:00:00+01:00,5947,381,104,3708
2023-03-18 19:00:00+01:00,6065,177,106,3502
2023-03-18 20:00:00+01:00,6112,0,107,3559
2023-03-18 21:00:00+01:00,6011,0,108,3539
2023-03-18 22:00:00+01:00,5839,0,108,3493
2023-03-18 23:00:00+01:00,5586,0,109,3328
2023-03-19 00:00:00+01:00,5404,0,110,3097
2023-03-19 01:00:00+01:00,5263,0,108,2813
2023-03-19 02:00:00+01:00,5070,0,108,2623
2023-03-19 03:00:00+01:00,5013,0,109,2621
2023-03-19 04:00:00+01:00,4852,0,112,2467
2023-03-19 05:00:00+01:00,4814,0,112,2323
2023-03-19 06:00:00+01:00,4926,0,111,2380
2023-03-19 07:00:00+01:00,5110,496,112,2489
2023-03-19 08:00:00+01:00,5149,1704,110,2618
2023-03-19 09:00:00+01:00,5033,3432,112,2782
2023-03-19 10:00:00+01:00,4980,4445,113,2856
2023-03-19 11:00:00+01:00,4953,5224,112,3072
2023-03-19 12:00:00+01:00,5011,5649,110,3455
2023-03-19 13:00:00+01:00,4866,5932,111,3645
2023-03-19 14:00:00+01:00,4762,5939,113,4049
2023-03-19 15:00:00+01:00,4801,5436,111,4114
2023-03-19 16:00:00+01:00,4932,4096,106,3886
2023-03-19 17:00:00+01:00,5471,2051,100,3355
2023-03-19 18:00:00+01:00,5876,514,97,2912
2023-03-19 19:00:00+01:00,6141,179,95,2569
2023-03-19 20:00:00+01:00,5995,0,99,2492
2023-03-19 21:00:00+01:00,5992,0,111,2241
2023-03-19 22:00:00+01:00,5778,0,108,1933
2023-03-19 23:00:00+01:00,5670,0,94,1713
2023-03-20 00:00:00+01:00,5327,0,93,1613
2023-03-20 01:00:00+01:00,5009,0,94,1660
2023-03-20 02:00:00+01:00,4790,0,92,1771
2023-03-20 03:00:00+01:00,4668,0,94,1959
2023-03-20 04:00:00+01:00,4618,0,95,2177
2023-03-20 05:00:00+01:00,4803,0,90,2271
2023-03-20 06:00:00+01:00,5431,0,87,2426
2023-03-20 07:00:00+01:00,5624,754,85,2472
2023-03-20 08:00:00+01:00,5657,2896,85,2372
2023-03-20 09:00:00+01:00,5742,5644,81,2116
2023-03-20 10:00:00+01:00,5423,6962,71,2012
2023-03-20 11:00:00+01:00,5251,8600,64,2100
2023-03-20 12:00:00+01:00,4913,9486,46,2237
2023-03-20 13:00:00+01:00,4608,9463,45,2203
2023-03-20 14:00:00+01:00,4432,8756,46,2189
2023-03-20 15:00:00+01:00,4558,7343,51,2179
2023-03-20 16:00:00+01:00,4661,5218,54,2118
2023-03-20 17:00:00+01:00,5104,2522,57,1932
2023-03-20 18:00:00+01:00,5368,593,56,1736
2023-03-20 19:00:00+01:00,5497,196,71,1721
2023-03-20 20:00:00+01:00,5528,0,77,1948
2023-03-20 21:00:00+01:00,5295,0,80,2163
2023-03-20 22:00:00+01:00,5062,0,80,2345
2023-03-20 23:00:00+01:00,4844,0,82,2494
2023-03-21 00:00:00+01:00,4455,0,83,2663
2023-03-21 01:00:00+01:00,4282,0,82,2954
2023-03-21 02:00:00+01:00,4343,0,83,3332
2023-03-21 03:00:00+01:00,4280,0,86,3539
2023-03-21 04:00:00+01:00,4216,0,86,3593
2023-03-21 05:00:00+01:00,4542,0,83,3549
2023-03-21 06:00:00+01:00,4858,0,79,3553
2023-03-21 07:00:00+01:00,5009,706,80,3766
2023-03-21 08:00:00+01:00,5044,2337,79,3682
2023-03-21 09:00:00+01:00,4956,4153,80,3704
2023-03-21 10:00:00+01:00,4759,5237,79,3620
2023-03-21 11:00:00+01:00,4709,5907,82,3549
2023-03-21 12:00:00+01:00,4597,6115,83,3713
2023-03-21 13:00:00+01:00,4324,6240,82,4077
2023-03-21 14:00:00+01:00,4231,5839,75,4571
2023-03-21 15:00:00+01:00,4188,4975,73,4902
2023-03-21 16:00:00+01:00,4239,3656,77,4999
2023-03-21 17:00:00+01:00,4537,2040,79,4824
2023-03-21 18:00:00+01:00,4959,586,76,4314
2023-03-21 19:00:00+01:00,5211,192,75,4361
2023-03-21 20:00:00+01:00,5227,0,76,4800
2023-03-21 21:00:00+01:00,4986,0,77,5621
2023-03-21 22:00:00+01:00,4664,0,77,6360
2023-03-21 23:00:00+01:00,4374,0,82,7043
2023-03-22 00:00:00+01:00,4132,0,82,7630
2023-03-22 01:00:00+01:00,4003,0,82,7801
2023-03-22 02:00:00+01:00,3802,0,83,7831
2023-03-22 03:00:00+01:00,3653,0,81,8051
2023-03-22 04:00:00+01:00,3605,0,81,8104
2023-03-22 05:00:00+01:00,3748,0,83,8289
2023-03-22 06:00:00+01:00,4156,0,81,8536
2023-03-22 07:00:00+01:00,4420,855,82,8756
2023-03-22 08:00:00+01:00,4571,2763,80,9004
2023-03-22 09:00:00+01:00,4523,4902,80,9297
2023-03-22 10:00:00+01:00,5801,6571,79,9559
2023-03-22 11:00:00+01:00,4202,7660,79,9796
2023-03-22 12:00:00+01:00,4154,7094,86,9440
2023-03-22 13:00:00+01:00,4140,7148,88,9484
2023-03-22 14:00:00+01:00,4143,6485,86,9858
2023-03-22 15:00:00+01:00,4240,4980,88,9761
2023-03-22 16:00:00+01:00,4196,3249,95,9818
2023-03-22 17:00:00+01:00,4554,1522,95,9767
2023-03-22 18:00:00+01:00,4930,414,98,9807
2023-03-22 19:00:00+01:00,5276,188,94,10194
2023-03-22 20:00:00+01:00,5050,0,95,10598
2023-03-22 21:00:00+01:00,4574,0,102,10652
2023-03-22 22:00:00+01:00,4340,0,107,10372
2023-03-22 23:00:00+01:00,4175,0,109,10581
2023-03-23 00:00:00+01:00,3842,0,111,10844
2023-03-23 01:00:00+01:00,3711,0,115,11104
2023-03-23 02:00:00+01:00,3492,0,116,10980
2023-03-23 03:00:00+01:00,3372,0,117,10646
2023-03-23 04:00:00+01:00,3350,0,117,10327
2023-03-23 05:00:00+01:00,3486,0,117,10184
2023-03-23 06:00:00+01:00,3828,0,111,9653
2023-03-23 07:00:00+01:00,4129,543,106,9624
2023-03-23 08:00:00+01:00,3967,1692,108,9411
2023-03-23 09:00:00+01:00,3905,3128,109,9555
2023-03-23 10:00:00+01:00,3926,4330,107,9616
2023-03-23 11:00:00+01:00,4035,5289,108,9828
2023-03-23 12:00:00+01:00,4051,5912,109,10316
2023-03-23 13:00:00+01:00,4025,5812,111,10484
2023-03-23 14:00:00+01:00,4099,5411,110,10151
2023-03-23 15:00:00+01:00,4111,4069,109,9783
2023-03-23 16:00:00+01:00,4349,2890,106,9997
2023-03-23 17:00:00+01:00,4821,1430,108,10251
2023-03-23 18:00:00+01:00,5022,413,109,10820
2023-03-23 19:00:00+01:00,5011,188,106,11540
2023-03-23 20:00:00+01:00,4821,0,107,11777
2023-03-23 21:00:00+01:00,4529,0,108,11585
2023-03-23 22:00:00+01:00,4316,0,105,11166
2023-03-23 23:00:00+01:00,4114,0,109,11375
2023-03-24 00:00:00+01:00,3669,0,109,11451
2023-03-24 01:00:00+01:00,3374,0,110,11434
2023-03-24 02:00:00+01:00,3412,0,110,11335
2023-03-24 03:00:00+01:00,3319,0,109,10830
2023-03-24 04:00:00+01:00,3324,0,108,10202
2023-03-24 05:00:00+01:00,3479,0,106,9499
2023-03-24 06:00:00+01:00,3860,0,102,9376
2023-03-24 07:00:00+01:00,4355,651,100,9613
2023-03-24 08:00:00+01:00,4473,1855,101,9793
2023-03-24 09:00:00+01:00,4361,3223,105,10551
2023-03-24 10:00:00+01:00,4106,4176,102,11540
2023-03-24 11:00:00+01:00,4059,4963,102,12182
2023-03-24 12:00:00+01:00,4071,5349,105,12783
2023-03-24 13:00:00+01:00,3975,5274,106,13071
2023-03-24 14:00:00+01:00,3934,4936,103,13130
2023-03-24 15:00:00+01:00,4029,4546,104,13151
2023-03-24 16:00:00+01:00,4316,3492,100,13049
2023-03-24 17:00:00+01:00,4619,1893,101,13000
2023-03-24 18:00:00+01:00,4886,566,97,12762
2023-03-24 19:00:00+01:00,5304,193,98,12578
2023-03-24 20:00:00+01:00,5225,0,102,12818
2023-03-24 21:00:00+01:00,4851,0,100,13052
2023-03-24 22:00:00+01:00,4542,0,102,13307
2023-03-24 23:00:00+01:00,4537,0,103,13311
2023-03-25 00:00:00+01:00,4409,0,105,13354
2023-03-25 01:00:00+01:00,4180,0,105,13428
2023-03-25 02:00:00+01:00,4209,0,106,13342
2023-03-25 03:00:00+01:00,4128,0,105,13316
2023-03-25 04:00:00+01:00,3925,0,108,13157
2023-03-25 05:00:00+01:00,3973,182,108,12644
2023-03-25 06:00:00+01:00,4323,233,107,12152
2023-03-25 07:00:00+01:00,4544,880,108,11907
2023-03-25 08:00:00+01:00,4434,2924,110,11744
2023-03-25 09:00:00+01:00,4228,5296,109,11996
2023-03-25 10:00:00+01:00,4125,6972,108,12349
2023-03-25 11:00:00+01:00,4010,7771,112,12018
2023-03-25 12:00:00+01:00,4032,7547,118,10475
2023-03-25 13:00:00+01:00,4046,7577,118,10390
2023-03-25 14:00:00+01:00,4135,6913,120,10303
2023-03-25 15:00:00+01:00,4143,5722,127,9867
2023-03-25 16:00:00+01:00,4164,4189,128,10582
2023-03-25 17:00:00+01:00,4420,2051,127,9680
2023-03-25 18:00:00+01:00,4753,541,125,8130
2023-03-25 19:00:00+01:00,5096,184,122,7113
2023-03-25 20:00:00+01:00,5199,0,126,6451
2023-03-25 21:00:00+01:00,5192,0,125,6066
2023-03-25 22:00:00+01:00,5114,0,125,6193
2023-03-25 23:00:00+01:00,4970,0,124,6933
2023-03-26 00:00:00+01:00,4511,0,124,7327
2023-03-26 01:00:00+01:00,4330,0,124,7564
2023-03-26 03:00:00+02:00,4239,0,125,7569
2023-03-26 04:00:00+02:00,4132,0,126,7539
2023-03-26 05:00:00+02:00,4016,0,126,8057
2023-03-26 06:00:00+02:00,4070,180,126,9535
2023-03-26 07:00:00+02:00,4241,217,126,10973
2023-03-26 08:00:00+02:00,4359,713,128,11779
2023-03-26 09:00:00+02:00,4434,2223,128,12440
2023-03-26 10:00:00+02:00,4559,3758,128,12578
2023-03-26 11:00:00+02:00,4513,5313,127,12631
2023-03-26 12:00:00+02:00,4502,6271,127,12046
2023-03-26 13:00:00+02:00,4274,6224,126,10980
2023-03-26 14:00:00+02:00,4176,5911,123,10049
2023-03-26 15:00:00+02:00,4157,5786,125,8611
2023-03-26 16:00:00+02:00,4277,5239,126,8571
2023-03-26 17:00:00+02:00,4593,3934,125,8256
2023-03-26 18:00:00+02:00,4987,2011,112,7929
2023-03-26 19:00:00+02:00,5460,567,110,7499
2023-03-26 20:00:00+02:00,5473,184,108,7478
2023-03-26 21:00:00+02:00,5113,0,109,7711
2023-03-26 22:00:00+02:00,5044,0,111,7548
2023-03-26 23:00:00+02:00,4958,0,111,7139
2023-03-27 00:00:00+02:00,4564,0,112,6908
2023-03-27 01:00:00+02:00,4289,0,114,6620
2023-03-27 02:00:00+02:00,4339,0,115,5940
2023-03-27 03:00:00+02:00,4239,0,113,5384
2023-03-27 04:00:00+02:00,4230,0,109,5063
2023-03-27 05:00:00+02:00,4318,0,105,4583
2023-03-27 06:00:00+02:00,4844,175,105,4133
2023-03-27 07:00:00+02:00,5180,238,107,3599
2023-03-27 08:00:00+02:00,5389,970,105,3065
2023-03-27 09:00:00+02:00,5571,3203,100,2689
2023-03-27 10:00:00+02:00,5289,5729,100,2674
2023-03-27 11:00:00+02:00,4975,7458,104,2579
2023-03-27 12:00:00+02:00,4884,8104,103,2714
2023-03-27 13:00:00+02:00,4589,7942,104,2827
2023-03-27 14:00:00+02:00,4533,8053,102,2998
2023-03-27 15:00:00+02:00,4585,7253,103,2960
2023-03-27 16:00:00+02:00,4627,6757,104,2975
2023-03-27 17:00:00+02:00,4849,4954,108,3050
2023-03-27 18:00:00+02:00,5153,2650,113,2803
2023-03-27 19:00:00+02:00,5573,742,114,2479
2023-03-27 20:00:00+02:00,5706,203,108,2246
2023-03-27 21:00:00+02:00,5655,0,105,2120
2023-03-27 22:00:00+02:00,5287,0,106,2054
2023-03-27 23:00:00+02:00,5131,0,99,2042
2023-03-28 00:00:00+02:00,5072,0,107,2142
2023-03-28 01:00:00+02:00,4802,0,101,2244
2023-03-28 02:00:00+02:00,4655,0,110,2658
2023-03-28 03:00:00+02:00,4480,0,108,3210
2023-03-28 04:00:00+02:00,4468,0,111,3755
2023-03-28 05:00:00+02:00,4684,0,108,4190
2023-03-28 06:00:00+02:00,5019,189,104,4578
2023-03-28 07:00:00+02:00,5533,272,102,4993
2023-03-28 08:00:00+02:00,5568,1253,105,4959
2023-03-28 09:00:00+02:00,5494,3932,111,4590
2023-03-28 10:00:00+02:00,5232,6784,102,4311
2023-03-28 11:00:00+02:00,4864,8785,102,4293
2023-03-28 12:00:00+02:00,4533,9993,102,4628
2023-03-28 13:00:00+02:00,4419,10415,102,4530
2023-03-28 14:00:00+02:00,4273,10124,104,4631
2023-03-28 15:00:00+02:00,4253,9155,106,4945
2023-03-28 16:00:00+02:00,4603,7711,101,5207
2023-03-28 17:00:00+02:00,5051,5396,104,5200
2023-03-28 18:00:00+02:00,5119,2767,103,5037
2023-03-28 19:00:00+02:00,5688,750,103,4643
2023-03-28 20:00:00+02:00,5621,194,104,4560
2023-03-28 21:00:00+02:00,5365,0,104,4859
2023-03-28 22:00:00+02:00,5237,0,104,5154
2023-03-28 23:00:00+02:00,5054,0,104,5271
2023-03-29 00:00:00+02:00,4876,0,101,5115
2023-03-29 01:00:00+02:00,4691,0,105,4801
2023-03-29 02:00:00+02:00,4468,0,107,4271
2023-03-29 03:00:00+02:00,4349,0,106,3775
2023-03-29 04:00:00+02:00,4456,0,107,3734
2023-03-29 05:00:00+02:00,4554,0,107,3765
2023-03-29 06:00:00+02:00,5119,179,103,3889
2023-03-29 07:00:00+02:00,5626,245,100,4210
2023-03-29 08:00:00+02:00,5816,928,97,4490
2023-03-29 09:00:00+02:00,5685,2676,99,4345
2023-03-29 10:00:00+02:00,5364,4520,101,3983
2023-03-29 11:00:00+02:00,5088,6325,102,4084
2023-03-29 12:00:00+02:00,4864,7587,102,4537
2023-03-29 13:00:00+02:00,4741,8265,103,5164
2023-03-29 14:00:00+02:00,4537,8391,105,5647
2023-03-29 15:00:00+02:00,4468,7760,111,5675
2023-03-29 16:00:00+02:00,4471,6325,109,5870
2023-03-29 17:00:00+02:00,4914,4244,111,6201
2023-03-29 18:00:00+02:00,5426,2017,114,6436
2023-03-29 19:00:00+02:00,5713,562,117,7133
2023-03-29 20:00:00+02:00,5591,188,119,7870
2023-03-29 21:00:00+02:00,5175,0,121,8922
2023-03-29 22:00:00+02:00,4939,0,132,9731
2023-03-29 23:00:00+02:00,4681,0,136,9736
2023-03-30 00:00:00+02:00,4224,0,136,9373
2023-03-30 01:00:00+02:00,4050,0,135,9333
2023-03-30 02:00:00+02:00,4027,0,136,9238
2023-03-30 03:00:00+02:00,3963,0,139,8936
2023-03-30 04:00:00+02:00,3996,0,139,9467
2023-03-30 05:00:00+02:00,4151,0,136,9537
2023-03-30 06:00:00+02:00,4611,180,134,9260
2023-03-30 07:00:00+02:00,5012,244,131,9269
2023-03-30 08:00:00+02:00,5088,863,126,9574
2023-03-30 09:00:00+02:00,4952,2292,128,10058
2023-03-30 10:00:00+02:00,4413,3854,128,10611
2023-03-30 11:00:00+02:00,4334,5544,130,11160
2023-03-30 12:00:00+02:00,4205,6886,130,11235
2023-03-30 13:00:00+02:00,3955,7576,127,11428
2023-03-30 14:00:00+02:00,3975,7839,119,11345
2023-03-30 15:00:00+02:00,3976,7662,119,11047
2023-03-30 16:00:00+02:00,4015,6729,120,10703
2023-03-30 17:00:00+02:00,4203,4605,118,10605
2023-03-30 18:00:00+02:00,4792,2315,116,9587
2023-03-30 19:00:00+02:00,5324,691,116,8176
2023-03-30 20:00:00+02:00,5448,192,116,7455
2023-03-30 21:00:00+02:00,5159,0,119,8013
2023-03-30 22:00:00+02:00,4692,0,126,9110
2023-03-30 23:00:00+02:00,4652,0,126,10144
2023-03-31 00:00:00+02:00,4507,0,125,10836
2023-03-31 01:00:00+02:00,3987,0,127,11006
2023-03-31 02:00:00+02:00,3833,0,128,11492
2023-03-31 03:00:00+02:00,3830,0,129,11678
2023-03-31 04:00:00+02:00,3839,0,134,12228
2023-03-31 05:00:00+02:00,4022,0,137,13164
2023-03-31 06:00:00+02:00,4579,182,135,13977
2023-03-31 07:00:00+02:00,5014,243,130,14470
2023-03-31 08:00:00+02:00,5189,781,132,14804
2023-03-31 09:00:00+02:00,5234,2054,131,15023
2023-03-31 10:00:00+02:00,5001,3554,126,15260
2023-03-31 11:00:00+02:00,4837,4915,122,15415
2023-03-31 12:00:00+02:00,4523,5631,120,15522
2023-03-31 13:00:00+02:00,4228,6214,122,15646
2023-03-31 14:00:00+02:00,4126,6303,117,15718
2023-03-31 15:00:00+02:00,4101,6067,111,15732
2023-03-31 16:00:00+02:00,4168,5203,114,15807
2023-03-31 17:00:00+02:00,4531,4042,114,15923
2023-03-31 18:00:00+02:00,4876,2319,116,15900
2023-03-31 19:00:00+02:00,5325,695,117,15811
2023-03-31 20:00:00+02:00,5425,201,112,15563
2023-03-31 21:00:00+02:00,5211,0,109,15373
2023-03-31 22:00:00+02:00,5047,0,112,15182
2023-03-31 23:00:00+02:00,4922,0,110,15166
2023-04-01 00:00:00+02:00,4608,0,95,15153
2023-04-01 01:00:00+02:00,4310,0,92,15027
2023-04-01 02:00:00+02:00,4074,0,94,14752
2023-04-01 03:00:00+02:00,3983,0,92,14391
2023-04-01 04:00:00+02:00,4054,0,98,14018
2023-04-01 05:00:00+02:00,4132,0,97,13648
2023-04-01 06:00:00+02:00,4298,178,96,13104
2023-04-01 07:00:00+02:00,4444,258,100,12860
2023-04-01 08:00:00+02:00,4739,955,74,12467
2023-04-01 09:00:00+02:00,4864,2524,65,12146
2023-04-01 10:00:00+02:00,4807,4266,60,12138
2023-04-01 11:00:00+02:00,4540,5511,59,12203
